airport_name,country_name,continents,departure_date,arrival_airport,pilot_name,flight_status
Norwich International Airport,United Kingdom,Europe,2022-10-11 00:00:00,NWI,Clari Scammonden,Cancelled
General Rodolfo Sánchez Taboada International Airport,Mexico,North America,2022-06-24 00:00:00,MXL,Cacilie Stonnell,Delayed
RAF Coningsby,United Kingdom,Europe,2022-11-01 00:00:00,QCY,Hughie Showen,Delayed
Ciudad Mante National Airport,Mexico,North America,2022-12-11 00:00:00,MMC,Christiano Coal,Cancelled
Ástor Piazzola International Airport,Argentina,South America,2022-12-03 00:00:00,MDQ,Andrew Dreinan,On Time
Cutral-Co Airport,Argentina,South America,2022-08-12 00:00:00,CUT,Philbert Swatheridge,Cancelled
Dortmund Airport,Germany,Europe,2022-06-10 00:00:00,DTM,Nappie Rudolph,Cancelled
Benbecula Airport,United Kingdom,Europe,2022-11-29 00:00:00,BEB,Adrea Priddie,On Time
Isla Mujeres Airport,Mexico,North America,2022-05-10 00:00:00,ISJ,Damon Baldry,On Time
Peenemünde Airport,Germany,Europe,2022-09-01 00:00:00,PEF,Pepito Banton,On Time
El Tehuelche Airport,Argentina,South America,2022-07-30 00:00:00,PMY,Joela Codman,Cancelled
General Pedro Jose Mendez International Airport,Mexico,North America,2022-10-06 00:00:00,CVM,Karol Wadsworth,On Time
Puerto Escondido International Airport,Mexico,North America,2022-06-20 00:00:00,PXM,Codee Damper,Delayed
Southampton Airport,United Kingdom,Europe,2022-08-19 00:00:00,SOU,Francklyn Haythornthwaite,On Time
Belluno Airport,Italy,Europe,2022-12-23 00:00:00,BLX,Berne Abrahmovici,On Time
Wycombe Air Park,United Kingdom,Europe,2022-01-26 00:00:00,HYC,Claudian Hirjak,Delayed
Helgoland-Düne Airport,Germany,Europe,2022-08-05 00:00:00,HGL,Nickey Reape,Delayed
Nogales International Airport,Mexico,North America,2022-02-11 00:00:00,NOG,Caz Lobb,Cancelled
RAF Wildenrath,Germany,Europe,2022-05-25 00:00:00,WID,Elfrida Boulde,Delayed
Ixtepec Airport,Mexico,North America,2022-09-26 00:00:00,IZT,Dur Jeannard,Cancelled
Milano Linate Airport,Italy,Europe,2022-05-18 00:00:00,LIN,Jacinthe Offa,On Time
Heringsdorf Airport,Germany,Europe,2022-11-30 00:00:00,HDF,Garwin Pauletti,On Time
Braunschweig-Wolfsburg Airport,Germany,Europe,2022-03-28 00:00:00,BWE,Boy Farrance,Cancelled
Bonn-Hangelar Airport,Germany,Europe,2022-04-03 00:00:00,BNJ,Devora Blenkiron,Cancelled
Varrelbusch Airport,Germany,Europe,2022-06-16 00:00:00,VAC,Olivette Dadd,Cancelled
Farnborough Airport,United Kingdom,Europe,2022-09-25 00:00:00,FAB,Jase Haly,On Time
Siena-Ampugnano Airport,Italy,Europe,2022-02-11 00:00:00,SAY,Ellswerth Naisby,Delayed
Malvinas Argentinas Airport,Argentina,South America,2022-08-11 00:00:00,USH,Shaylah Brogioni,Cancelled
Papa Westray Airport,United Kingdom,Europe,2022-01-06 00:00:00,PPW,Dione Tower,Cancelled
Quetzalcóatl International Airport,Mexico,North America,2022-06-16 00:00:00,NLD,Abbie Carolan,Delayed
Ingeniero Ambrosio Taravella Airport,Argentina,South America,2022-10-26 00:00:00,COR,Frazier Hunnawill,Cancelled
La Plata Airport,Argentina,South America,2022-07-20 00:00:00,LPG,Veradis Bann,Delayed
RAF Brize Norton,United Kingdom,Europe,2022-09-29 00:00:00,BZZ,Forrest Sushams,On Time
Lympne Airport,United Kingdom,Europe,2022-07-18 00:00:00,LYM,Irena Estable,Delayed
Il Caravaggio International Airport,Italy,Europe,2022-09-05 00:00:00,BGY,Aldwin Jenoure,Cancelled
General Urquiza Airport,Argentina,South America,2022-10-22 00:00:00,PRA,Francois Pellitt,Delayed
Wick Airport,United Kingdom,Europe,2022-02-14 00:00:00,WIC,Carroll Charlon,Cancelled
Alghero-Fertilia Airport,Italy,Europe,2022-08-30 00:00:00,AHO,Griffy Probart,On Time
Illesheim Air Base,Germany,Europe,2022-08-08 00:00:00,ILH,Raleigh Ivanov,On Time
Malvinas Argentinas Airport,Argentina,South America,2022-10-03 00:00:00,USH,Kerianne D'orsay,Delayed
Outer Skerries Airport,United Kingdom,Europe,2022-11-26 00:00:00,OUK,Dwight Vasse,On Time
Abraham González International Airport,Mexico,North America,2022-07-25 00:00:00,CJS,Micky McCray,On Time
Villa Dolores Airport,Argentina,South America,2022-09-07 00:00:00,VDR,Sherye Krolman,On Time
RAF Wyton,United Kingdom,Europe,2022-02-24 00:00:00,QUY,Betsy Hirtzmann,Delayed
Forlì Airport,Italy,Europe,2022-02-10 00:00:00,FRL,Joletta Engeham,Delayed
Hoy/Longhope Airfield,United Kingdom,Europe,2022-12-18 00:00:00,HOY,Colby Lifsey,Cancelled
Orán Airport,Argentina,South America,2022-09-02 00:00:00,ORA,Stanwood Pues,Cancelled
Ravenna Airport,Italy,Europe,2022-03-09 00:00:00,RAN,Erhard Paradine,Delayed
Böblingen Flugfeld,Germany,Europe,2022-01-03 00:00:00,PHM,Austine McDill,On Time
Nottingham Airport,United Kingdom,Europe,2022-10-10 00:00:00,NQT,Welsh Saunders,Delayed
Pescara International Airport,Italy,Europe,2022-08-07 00:00:00,PSR,Gillan Skeffington,Delayed
Oristano-Fenosu Airport,Italy,Europe,2022-05-19 00:00:00,FNU,Miguel Alessandrini,Cancelled
East Midlands Airport,United Kingdom,Europe,2022-05-07 00:00:00,EMA,Amie Tompkins,On Time
Licenciado y General Ignacio Lopez Rayon Airport,Mexico,North America,2022-08-05 00:00:00,UPN,Delmer Fendt,Delayed
Cutral-Co Airport,Argentina,South America,2022-09-06 00:00:00,CUT,Weber Wedge,Cancelled
RAF Marham,United Kingdom,Europe,2022-05-17 00:00:00,KNF,Skippy Tuxwell,Cancelled
Baltrum Airport,Germany,Europe,2022-07-25 00:00:00,BMR,Viv McCulley,Cancelled
Nordholz Naval Airbase,Germany,Europe,2022-09-14 00:00:00,FCN,Florrie Chritchley,On Time
Angel Albino Corzo International Airport,Mexico,North America,2022-03-24 00:00:00,TGZ,Blake Lydden,Delayed
Jesús Terán Paredo International Airport,Mexico,North America,2022-07-12 00:00:00,AGU,Crosby Libermore,Cancelled
Malpensa International Airport,Italy,Europe,2022-03-01 00:00:00,MXP,Ag Geldert,Delayed
Bahía de los Ángeles Airport,Mexico,North America,2022-02-15 00:00:00,BHL,Sherlocke Vasiljevic,On Time
Islas Malvinas Airport,Argentina,South America,2022-04-17 00:00:00,ROS,Legra Giacoppoli,Delayed
Oxford (Kidlington) Airport,United Kingdom,Europe,2022-01-31 00:00:00,OXF,Ev Spick,Delayed
Reconquista Airport,Argentina,South America,2022-04-13 00:00:00,RCQ,Valerye Sinnat,Delayed
Curuzu Cuatia Airport,Argentina,South America,2022-06-02 00:00:00,UZU,Vladimir Moreno,Cancelled
Tapachula International Airport,Mexico,North America,2022-10-09 00:00:00,TAP,Cathrine Sheardown,Cancelled
Berlin-Tempelhof International Airport,Germany,Europe,2022-04-10 00:00:00,THF,Georgie Popping,On Time
Sarzana-Luni Air Base,Italy,Europe,2022-12-12 00:00:00,QLP,Hazel Swindell,On Time
Wycombe Air Park,United Kingdom,Europe,2022-10-09 00:00:00,HYC,Mollie Tart,Delayed
General Guadalupe Victoria International Airport,Mexico,North America,2022-09-18 00:00:00,DGO,Elwood Meates,Cancelled
Bristol Airport,United Kingdom,Europe,2022-07-28 00:00:00,BRS,Erick Leek,Cancelled
RAF Benson,United Kingdom,Europe,2022-08-14 00:00:00,BEX,Hestia Liggons,Delayed
El Calafate Airport,Argentina,South America,2022-04-07 00:00:00,FTE,Leroy Justis,On Time
Straubing Airport,Germany,Europe,2022-04-03 00:00:00,RBM,Willa Claypool,Cancelled
Frankfurt-Egelsbach Airport,Germany,Europe,2022-10-18 00:00:00,QEF,Carlo Adiscot,On Time
Olavarria Airport,Argentina,South America,2022-12-24 00:00:00,OVR,Adamo Golsthorp,Cancelled
Verona Villafranca Airport,Italy,Europe,2022-01-11 00:00:00,VRN,Cissy Licas,Delayed
Fetlar Airport,United Kingdom,Europe,2022-08-06 00:00:00,FEA,Borden Fells,Delayed
Ixtapa Zihuatanejo International Airport,Mexico,North America,2022-02-06 00:00:00,ZIH,Josi Fulkes,On Time
Zweibrücken Airport,Germany,Europe,2022-02-16 00:00:00,ZQW,Ramon Bleasdale,On Time
La Plata Airport,Argentina,South America,2022-09-13 00:00:00,LPG,Elliott Cino,Cancelled
Los Menucos Airport,Argentina,South America,2022-03-18 00:00:00,LMD,Pattie Trice,Cancelled
Catania-Fontanarossa Airport,Italy,Europe,2022-11-07 00:00:00,CTA,Frederik Boord,On Time
Tamuin Airport,Mexico,North America,2022-10-30 00:00:00,TSL,Morty Ellard,Cancelled
Celle Airport,Germany,Europe,2022-02-05 00:00:00,ZCN,Verney Silversmid,Delayed
Paso De Los Libres Airport,Argentina,South America,2022-01-28 00:00:00,AOL,Sella Whorton,Delayed
RAF Lakenheath,United Kingdom,Europe,2022-09-19 00:00:00,LKZ,Tansy Berthelet,On Time
Puerto Deseado Airport,Argentina,South America,2022-09-07 00:00:00,PUD,Wilmer Enston,On Time
Cupul Airport,Mexico,North America,2022-09-04 00:00:00,TZM,Gwenore Bourner,Cancelled
Villa Reynolds Airport,Argentina,South America,2022-07-12 00:00:00,VME,Vince Golden of Ireland,Delayed
Monte Caseros Airport,Argentina,South America,2022-02-04 00:00:00,MCS,Deck Samwyse,Delayed
Frankfurt am Main Airport,Germany,Europe,2022-05-08 00:00:00,FRA,Merola Kenwright,On Time
Duxford Aerodrome,United Kingdom,Europe,2022-06-11 00:00:00,QFO,Lindi Edlington,Cancelled
Heringsdorf Airport,Germany,Europe,2022-01-18 00:00:00,HDF,Abrahan Vinton,Delayed
El Maiten Airport,Argentina,South America,2022-10-03 00:00:00,EMX,Floris Pinck,Delayed
Cataratas Del Iguazú International Airport,Argentina,South America,2022-01-26 00:00:00,IGR,Sanson Stivani,Cancelled
Santa Lucia Air Force Base,Mexico,North America,2022-02-23 00:00:00,NLU,Margalit Lockyer,On Time
Islas Malvinas Airport,Argentina,South America,2022-09-14 00:00:00,ROS,Janella Grebert,On Time
Aachen-Merzbrück Airport,Germany,Europe,2022-10-15 00:00:00,AAH,Addy Schoenrock,On Time
Berlin-Tempelhof International Airport,Germany,Europe,2022-06-20 00:00:00,THF,Barbara Kester,Delayed
RAF Waddington,United Kingdom,Europe,2022-11-06 00:00:00,WTN,Olag Blomefield,Delayed
Del Norte International Airport,Mexico,North America,2022-11-23 00:00:00,NTR,Sergeant Maurice,On Time
Punta Chivato Airport,Mexico,North America,2022-09-09 00:00:00,PCV,Stephen Trinder,Delayed
General Rafael Buelna International Airport,Mexico,North America,2022-02-21 00:00:00,MZT,Karoline Boller,Delayed
Schleswig Air Base,Germany,Europe,2022-10-10 00:00:00,WBG,Margaretha Saph,On Time
Olavarria Airport,Argentina,South America,2022-11-04 00:00:00,OVR,Thacher Zavittieri,Cancelled
Orán Airport,Argentina,South America,2022-03-09 00:00:00,ORA,Rici Gerold,Cancelled
Minatitlán/Coatzacoalcos National Airport,Mexico,North America,2022-03-03 00:00:00,MTT,Baxter Haville,On Time
Lampedusa Airport,Italy,Europe,2022-10-25 00:00:00,LMP,Colette McEvon,On Time
Almirante Marco Andres Zar Airport,Argentina,South America,2022-06-29 00:00:00,REL,Vanya Andreassen,On Time
El Tajín National Airport,Mexico,North America,2022-02-07 00:00:00,PAZ,Horten Wicks,Cancelled
Palo Verde Airport,Mexico,North America,2022-07-24 00:00:00,SRL,Jay Ruffli,On Time
Catania-Fontanarossa Airport,Italy,Europe,2022-12-16 00:00:00,CTA,Boyd Hallen,Delayed
Vicenza Airport,Italy,Europe,2022-12-06 00:00:00,VIC,Gianni Donneely,Delayed
Almirante Marco Andres Zar Airport,Argentina,South America,2022-10-29 00:00:00,REL,Urbain Delmonti,Delayed
Islas Malvinas Airport,Argentina,South America,2022-11-25 00:00:00,ROS,Ken Hellen,Delayed
Xoxocotlán International Airport,Mexico,North America,2022-09-12 00:00:00,OAX,Onofredo Laroux,Cancelled
Wyk auf Föhr Airport,Germany,Europe,2022-05-12 00:00:00,OHR,Goldarina Luckcuck,On Time
Geilenkirchen Air Base,Germany,Europe,2022-10-11 00:00:00,GKE,Axe Van Oord,Delayed
RAF Wyton,United Kingdom,Europe,2022-06-10 00:00:00,QUY,Bettye Rangle,On Time
Olbia Costa Smeralda Airport,Italy,Europe,2022-03-13 00:00:00,OLB,Lou Harries,On Time
Ramstein Air Base,Germany,Europe,2022-07-02 00:00:00,RMS,Harrison Greenig,Cancelled
General Rafael Buelna International Airport,Mexico,North America,2022-05-23 00:00:00,MZT,Lyssa Evered,Cancelled
Flugplatz Güttin / Rügen,Germany,Europe,2022-04-19 00:00:00,GTI,Skipton Luce,On Time
Del Bajío International Airport,Mexico,North America,2022-07-01 00:00:00,BJX,Sibbie Bantham,On Time
Duxford Aerodrome,United Kingdom,Europe,2022-01-01 00:00:00,QFO,Shae Andreoletti,Delayed
Sierra Grande Airport,Argentina,South America,2022-09-02 00:00:00,SGV,Alfie Babidge,On Time
Perugia San Francesco d'Assisi – Umbria International Airport,Italy,Europe,2022-06-17 00:00:00,PEG,Ty Grishanov,Cancelled
Mar de Cortés International Airport,Mexico,North America,2022-07-12 00:00:00,PPE,Asia Purple,On Time
Falcone–Borsellino Airport,Italy,Europe,2022-11-29 00:00:00,PMO,Zachery de Amaya,Cancelled
Grosseto Air Base,Italy,Europe,2022-03-12 00:00:00,GRS,Lorrie Monketon,Cancelled
Dundee Airport,United Kingdom,Europe,2022-04-17 00:00:00,DND,Vinita Probert,Delayed
Los Menucos Airport,Argentina,South America,2022-04-09 00:00:00,LMD,Bartholomeus Cattermull,Delayed
Mulege Airport,Mexico,North America,2022-08-01 00:00:00,MUG,Forest Goch,On Time
General Pico Airport,Argentina,South America,2022-04-03 00:00:00,GPO,Florri Walles,On Time
General Roberto Fierro Villalobos International Airport,Mexico,North America,2022-12-06 00:00:00,CUU,Sheena Henricsson,On Time
Chos Malal Airport,Argentina,South America,2022-09-26 00:00:00,HOS,Olly Iwanczyk,Delayed
Southampton Airport,United Kingdom,Europe,2022-12-20 00:00:00,SOU,Iggie Saxon,Delayed
Tamuin Airport,Mexico,North America,2022-08-14 00:00:00,TSL,Mathilde Arne,Cancelled
Oristano-Fenosu Airport,Italy,Europe,2022-04-05 00:00:00,FNU,Freida Gyngell,Delayed
Coll Airport,United Kingdom,Europe,2022-02-21 00:00:00,COL,Kelsey Vidgeon,Cancelled
Augsburg Airport,Germany,Europe,2022-01-27 00:00:00,AGB,Dannel Symmers,On Time
Nordholz Naval Airbase,Germany,Europe,2022-02-14 00:00:00,FCN,Sherrie Bichener,On Time
Minatitlán/Coatzacoalcos National Airport,Mexico,North America,2022-12-19 00:00:00,MTT,Natty Dechelle,Cancelled
Comiso Airport,Italy,Europe,2022-02-02 00:00:00,CIY,Valentine Hickford,Delayed
L'Aquila–Preturo Airport,Italy,Europe,2022-02-25 00:00:00,QAQ,Kristofor Gobeau,On Time
Libertador Gral D Jose De San Martin Airport,Argentina,South America,2022-09-28 00:00:00,PSS,Gloriana Goulston,Cancelled
Fair Isle Airport,United Kingdom,Europe,2022-10-10 00:00:00,FIE,Timoteo Kestell,Delayed
Juist Airport,Germany,Europe,2022-03-13 00:00:00,JUI,Carmita Fontes,Delayed
Foula Airfield,United Kingdom,Europe,2022-04-10 00:00:00,FOA,Wiley Allitt,Cancelled
Outer Skerries Airport,United Kingdom,Europe,2022-08-06 00:00:00,OUK,Fabien Treske,On Time
Ciudad Mante National Airport,Mexico,North America,2022-02-20 00:00:00,MMC,Inness Haldene,Delayed
St Angelo Airport,United Kingdom,Europe,2022-12-02 00:00:00,ENK,Malinde Gobell,On Time
General E. Mosconi Airport,Argentina,South America,2022-09-09 00:00:00,CRD,Janifer Micah,Cancelled
Bremen Airport,Germany,Europe,2022-01-02 00:00:00,BRE,Debi Armistead,Cancelled
Genoa Cristoforo Colombo Airport,Italy,Europe,2022-01-12 00:00:00,GOA,Kalina Borles,Cancelled
Düsseldorf Airport,Germany,Europe,2022-09-02 00:00:00,DUS,Calida Antonio,Cancelled
Milano Linate Airport,Italy,Europe,2022-02-18 00:00:00,LIN,Dale Winny,On Time
Domingo Faustino Sarmiento Airport,Argentina,South America,2022-03-20 00:00:00,UAQ,Kahaleel Grinston,Cancelled
Chetumal International Airport,Mexico,North America,2022-07-11 00:00:00,CTM,Dione Sealey,Delayed
RAF Lakenheath,United Kingdom,Europe,2022-12-09 00:00:00,LKZ,Reynold Stedmond,Cancelled
San Luis Río Colorado Airport,Mexico,North America,2022-07-30 00:00:00,UAC,Griffith Ocheltree,On Time
Mercedes Airport,Argentina,South America,2022-01-04 00:00:00,MDX,Sephira Woodhall,Delayed
Newquay Cornwall Airport,United Kingdom,Europe,2022-05-03 00:00:00,NQY,Kimball Lude,Cancelled
Berlin-Tempelhof International Airport,Germany,Europe,2022-10-25 00:00:00,THF,Johna Jephcote,Cancelled
Reconquista Airport,Argentina,South America,2022-10-26 00:00:00,RCQ,Arlan Mack,On Time
Kirkwall Airport,United Kingdom,Europe,2022-08-25 00:00:00,KOI,Wendeline Beatty,Delayed
General Ignacio P. Garcia International Airport,Mexico,North America,2022-11-14 00:00:00,HMO,Sander Bilham,On Time
General Heriberto Jara International Airport,Mexico,North America,2022-02-19 00:00:00,VER,Orland Hayzer,On Time
Reconquista Airport,Argentina,South America,2022-11-05 00:00:00,RCQ,Xerxes Fedder,On Time
Oban Airport,United Kingdom,Europe,2022-10-24 00:00:00,OBN,Cris Adenet,On Time
San Carlos De Bariloche Airport,Argentina,South America,2022-03-04 00:00:00,BRC,Kandy Lupson,Cancelled
Frankfurt am Main Airport,Germany,Europe,2022-04-05 00:00:00,FRA,Zachery Liepmann,Cancelled
Exeter International Airport,United Kingdom,Europe,2022-07-10 00:00:00,EXT,Rebeca Skitteral,Delayed
Dortmund Airport,Germany,Europe,2022-05-16 00:00:00,DTM,Johnathon Pele,Delayed
RAF Akrotiri,United Kingdom,Europe,2022-03-25 00:00:00,AKT,Amber Renzini,On Time
Il Caravaggio International Airport,Italy,Europe,2022-01-18 00:00:00,BGY,Torrie Caldera,On Time
Villa Reynolds Airport,Argentina,South America,2022-03-02 00:00:00,VME,Arlen Whittlesea,Delayed
Las Heras Airport,Argentina,South America,2022-07-24 00:00:00,LHS,Kiley Heinonen,Cancelled
Flughafen München-Riem,Germany,Europe,2022-06-15 00:00:00,MUC,Krisha Begin,Cancelled
Dresden Airport,Germany,Europe,2022-11-03 00:00:00,DRS,Tarrah Towner,On Time
Latina Air Base,Italy,Europe,2022-05-27 00:00:00,QLT,Ara Oppie,Delayed
Villanova D'Albenga International Airport,Italy,Europe,2022-08-21 00:00:00,ALL,Delaney Mac Giolla Pheadair,Delayed
Hamburg Airport,Germany,Europe,2022-01-30 00:00:00,HAM,Kelbee Dog,On Time
Schwerin Parchim Airport,Germany,Europe,2022-08-06 00:00:00,SZW,Curr Gilhoolie,On Time
London Gatwick Airport,United Kingdom,Europe,2022-05-13 00:00:00,LGW,Corie Capron,Cancelled
Celle Airport,Germany,Europe,2022-11-10 00:00:00,ZCN,Estrella Bane,Delayed
General E. Mosconi Airport,Argentina,South America,2022-03-03 00:00:00,CRD,Carlene Musico,On Time
Vincenzo Florio Airport Trapani-Birgi,Italy,Europe,2022-08-15 00:00:00,TPS,Taddeo Franklin,On Time
28 de Noviembre Airport,Argentina,South America,2022-08-12 00:00:00,RYO,Krystalle Wooldridge,On Time
London Stansted Airport,United Kingdom,Europe,2022-04-17 00:00:00,STN,Harper Matityahu,On Time
Oberpfaffenhofen Airport,Germany,Europe,2022-02-12 00:00:00,OBF,Diego Crawforth,On Time
Islas Malvinas Airport,Argentina,South America,2022-05-08 00:00:00,ROS,Fanechka Halesworth,On Time
RAF Bentwaters,United Kingdom,Europe,2022-02-06 00:00:00,BWY,Barbabas Pietrowski,Cancelled
Borkum Airport,Germany,Europe,2022-05-01 00:00:00,BMK,Ransom Branscomb,On Time
Tres Arroyos Airport,Argentina,South America,2022-01-10 00:00:00,OYO,Gwenore Sikora,Cancelled
Hannover Airport,Germany,Europe,2022-09-14 00:00:00,HAJ,Conny McMullen,Cancelled
Cortina Airport,Italy,Europe,2022-04-23 00:00:00,CDF,Gawen Woolstenholmes,Cancelled
Heidelberg Army Helicopter Base,Germany,Europe,2022-04-22 00:00:00,HDB,Alys Soane,Delayed
La Plata Airport,Argentina,South America,2022-10-02 00:00:00,LPG,Kirk Whelband,Delayed
Cottbus-Drewitz Airport,Germany,Europe,2022-08-31 00:00:00,CBU,Elwyn Wickwar,Cancelled
Villanova D'Albenga International Airport,Italy,Europe,2022-05-24 00:00:00,ALL,Stanfield Biggerstaff,Cancelled
RAF Wyton,United Kingdom,Europe,2022-04-18 00:00:00,QUY,Minerva Butland,Delayed
Wyk auf Föhr Airport,Germany,Europe,2022-03-11 00:00:00,OHR,Rosina Grahlman,Cancelled
Tapachula International Airport,Mexico,North America,2022-06-28 00:00:00,TAP,Vaughn Oxbury,Cancelled
Lázaro Cárdenas Airport,Mexico,North America,2022-09-14 00:00:00,LZC,Wilmar Reeson,On Time
Valcheta Airport,Argentina,South America,2022-02-22 00:00:00,VCF,Nicolis Soughton,Delayed
San Cristobal de las Casas Airport,Mexico,North America,2022-03-04 00:00:00,SZT,Nicolea Stamp,On Time
RAF Lakenheath,United Kingdom,Europe,2022-08-12 00:00:00,LKZ,Rustin Plewes,Cancelled
Udine-Campoformido Air Base,Italy,Europe,2022-09-24 00:00:00,UDN,Harlan Ganford,Delayed
Altenburg-Nobitz Airport,Germany,Europe,2022-01-19 00:00:00,AOC,Romonda Graveson,Cancelled
L'Aquila–Preturo Airport,Italy,Europe,2022-08-05 00:00:00,QAQ,Gerladina Bohey,On Time
Captain Rogelio Castillo National Airport,Mexico,North America,2022-02-19 00:00:00,CYW,Boot Albasini,Cancelled
Perth/Scone Airport,United Kingdom,Europe,2022-02-22 00:00:00,PSL,Morlee Mandrey,Cancelled
Mannheim-City Airport,Germany,Europe,2022-08-09 00:00:00,MHG,Brew Ellingford,On Time
El Dorado Airport,Argentina,South America,2022-07-22 00:00:00,ELO,Nadya Fleckney,Delayed
Licenciado Miguel de la Madrid Airport,Mexico,North America,2022-12-10 00:00:00,CLQ,Caprice Walklate,On Time
Colonia Sarmiento Airport,Argentina,South America,2022-02-04 00:00:00,OLN,Der Rushbrook,On Time
General Francisco Javier Mina International Airport,Mexico,North America,2022-10-10 00:00:00,TAM,Konrad Elphick,On Time
RAF Marham,United Kingdom,Europe,2022-12-19 00:00:00,KNF,Osmund Hammelberg,Cancelled
Reconquista Airport,Argentina,South America,2022-10-16 00:00:00,RCQ,Kelvin Rapo,Cancelled
Colonsay Airstrip,United Kingdom,Europe,2022-07-05 00:00:00,CSA,Ddene Hembery,On Time
