airport_name,country_name,continents,departure_date,arrival_airport,pilot_name,flight_status,germany_latitude,germany_longitude,argentina_latitude,argentina_longitude,mexico_latitude,mexico_longitude,uk_latitude,uk_longitude,italy_latitude,italy_longitude
San Felipe International Airport,Mexico,North America,2022-03-07 00:00:00,SFH,Wilfrid Becom,Cancelled,,,,,30.930200,-114.808700,,,,
Ingolstadt Manching Airport,Germany,Europe,2022-07-08 00:00:00,IGS,Titos Aickin,Cancelled,48.715700,11.534000,,,,,,,,
El Bolson Airport,Argentina,South America,2022-02-04 00:00:00,EHL,Keelby MacIlhargy,Delayed,,,-41.943200,-71.532300,,,,,,
Helgoland-Düne Airport,Germany,Europe,2022-01-28 00:00:00,HGL,Cyndy Pardoe,Cancelled,54.185400,7.915300,,,,,,,,
London Biggin Hill Airport,United Kingdom,Europe,2022-06-03 00:00:00,BQH,Francesco Newling,Delayed,,,,,,,51.330800,0.032500,,
Presidente Peron Airport,Argentina,South America,2022-05-05 00:00:00,NQN,Eva Cozby,Delayed,,,-38.949000,-68.155700,,,,,,
Don Miguel Hidalgo Y Costilla International Airport,Mexico,North America,2022-01-15 00:00:00,GDL,Georgette Frier,On Time,,,,,20.521800,-103.311200,,,,
General Juan N Alvarez International Airport,Mexico,North America,2022-06-22 00:00:00,ACA,Clemmy Burgwyn,Cancelled,,,,,,,,,,
Pisa International Airport,Italy,Europe,2022-12-02 00:00:00,PSA,Fitz Detoc,Cancelled,,,,,,,,,43.683900,10.392500
Sigonella Navy Air Base,Italy,Europe,2022-03-09 00:00:00,NSY,Karia Tookey,On Time,,,,,,,,,37.401600,14.922300
Crotone Airport,Italy,Europe,2022-06-26 00:00:00,CRV,Gussi Quinion,Cancelled,,,,,,,,,,
RAF Fairford,United Kingdom,Europe,2022-11-18 00:00:00,FFD,Emera Lilly,Delayed,,,,,,,51.682200,-1.790000,,
Lydd Airport,United Kingdom,Europe,2022-05-10 00:00:00,LYX,Anne Veryan,Cancelled,,,,,,,50.956100,0.939200,,
Hamburg Airport,Germany,Europe,2022-05-03 00:00:00,HAM,Martyn Helder,Cancelled,53.630400,9.988200,,,,,,,,
General Pico Airport,Argentina,South America,2022-03-23 00:00:00,GPO,Otho Barwell,On Time,,,-35.696400,-63.758300,,,,,,
Illesheim Air Base,Germany,Europe,2022-03-13 00:00:00,ILH,Myrah Le Brum,On Time,49.545300,10.110600,,,,,,,,
Redhill Aerodrome,United Kingdom,Europe,2022-04-20 00:00:00,KRH,Manya Trevaskus,On Time,,,,,,,51.213500,-0.138800,,
Cananea National Airport,Mexico,North America,2022-05-12 00:00:00,CNA,Weidar Remon,On Time,,,,,30.987500,-110.308000,,,,
Villa Gesell Airport,Argentina,South America,2022-09-10 00:00:00,VLG,Ase Castell,On Time,,,-37.235400,-57.029200,,,,,,
Schönhagen Airport,Germany,Europe,2022-10-26 00:00:00,QXH,Mil Dominico,Cancelled,52.203200,13.158400,,,,,,,,
Westray Airport,United Kingdom,Europe,2022-10-04 00:00:00,WRY,Leese Dobbings,On Time,,,,,,,59.350300,-2.950000,,
RAF Marham,United Kingdom,Europe,2022-04-22 00:00:00,KNF,Jefferson Macieja,Cancelled,,,,,,,52.648400,0.550700,,
Piloto Civil N. Fernández Airport,Argentina,South America,2022-06-07 00:00:00,RGL,Fleming Thorneley,On Time,,,-51.608900,-69.312600,,,,,,
Norwich International Airport,United Kingdom,Europe,2022-10-11 00:00:00,NWI,Clari Scammonden,Cancelled,,,,,,,52.675800,1.282800,,
General Rodolfo Sánchez Taboada International Airport,Mexico,North America,2022-06-24 00:00:00,MXL,Cacilie Stonnell,Delayed,,,,,32.630600,-115.241900,,,,
RAF Coningsby,United Kingdom,Europe,2022-11-01 00:00:00,QCY,Hughie Showen,Delayed,,,,,,,53.093000,-0.166000,,
Ciudad Mante National Airport,Mexico,North America,2022-12-11 00:00:00,MMC,Christiano Coal,Cancelled,,,,,22.768900,-99.001200,,,,
Ástor Piazzola International Airport,Argentina,South America,2022-12-03 00:00:00,MDQ,Andrew Dreinan,On Time,,,-37.934200,-57.573300,,,,,,
Cutral-Co Airport,Argentina,South America,2022-08-12 00:00:00,CUT,Philbert Swatheridge,Cancelled,,,-38.939700,-69.264700,,,,,,
Dortmund Airport,Germany,Europe,2022-06-10 00:00:00,DTM,Nappie Rudolph,Cancelled,51.518300,7.612200,,,,,,,,
Benbecula Airport,United Kingdom,Europe,2022-11-29 00:00:00,BEB,Adrea Priddie,On Time,,,,,,,57.481100,-7.362800,,
Isla Mujeres Airport,Mexico,North America,2022-05-10 00:00:00,ISJ,Damon Baldry,On Time,,,,,21.245000,-86.739800,,,,
Peenemünde Airport,Germany,Europe,2022-09-01 00:00:00,PEF,Pepito Banton,On Time,54.158300,13.767200,,,,,,,,
El Tehuelche Airport,Argentina,South America,2022-07-30 00:00:00,PMY,Joela Codman,Cancelled,,,-42.759200,-65.102700,,,,,,
General Pedro Jose Mendez International Airport,Mexico,North America,2022-10-06 00:00:00,CVM,Karol Wadsworth,On Time,,,,,23.703300,-98.956400,,,,
Puerto Escondido International Airport,Mexico,North America,2022-06-20 00:00:00,PXM,Codee Damper,Delayed,,,,,15.876900,-97.089100,,,,
Southampton Airport,United Kingdom,Europe,2022-08-19 00:00:00,SOU,Francklyn Haythornthwaite,On Time,,,,,,,50.950300,-1.356800,,
Belluno Airport,Italy,Europe,2022-12-23 00:00:00,BLX,Berne Abrahmovici,On Time,,,,,,,,,46.151600,12.223300
Wycombe Air Park,United Kingdom,Europe,2022-01-26 00:00:00,HYC,Claudian Hirjak,Delayed,,,,,,,51.611700,-0.808300,,
Helgoland-Düne Airport,Germany,Europe,2022-08-05 00:00:00,HGL,Nickey Reape,Delayed,54.185400,7.915300,,,,,,,,
Nogales International Airport,Mexico,North America,2022-02-11 00:00:00,NOG,Caz Lobb,Cancelled,,,,,,,,,,
RAF Wildenrath,Germany,Europe,2022-05-25 00:00:00,WID,Elfrida Boulde,Delayed,51.113600,6.132800,,,,,,,,
Ixtepec Airport,Mexico,North America,2022-09-26 00:00:00,IZT,Dur Jeannard,Cancelled,,,,,16.449300,-95.093700,,,,
Milano Linate Airport,Italy,Europe,2022-05-18 00:00:00,LIN,Jacinthe Offa,On Time,,,,,,,,,45.445100,9.276700
Heringsdorf Airport,Germany,Europe,2022-11-30 00:00:00,HDF,Garwin Pauletti,On Time,53.878700,14.152300,,,,,,,,
Braunschweig-Wolfsburg Airport,Germany,Europe,2022-03-28 00:00:00,BWE,Boy Farrance,Cancelled,52.319200,10.556100,,,,,,,,
Bonn-Hangelar Airport,Germany,Europe,2022-04-03 00:00:00,BNJ,Devora Blenkiron,Cancelled,50.768900,7.163300,,,,,,,,
Varrelbusch Airport,Germany,Europe,2022-06-16 00:00:00,VAC,Olivette Dadd,Cancelled,52.926900,7.790300,,,,,,,,
Farnborough Airport,United Kingdom,Europe,2022-09-25 00:00:00,FAB,Jase Haly,On Time,,,,,,,51.275800,-0.776300,,
Siena-Ampugnano Airport,Italy,Europe,2022-02-11 00:00:00,SAY,Ellswerth Naisby,Delayed,,,,,,,,,43.257200,11.253100
Malvinas Argentinas Airport,Argentina,South America,2022-08-11 00:00:00,USH,Shaylah Brogioni,Cancelled,,,-54.843300,-68.294500,,,,,,
Papa Westray Airport,United Kingdom,Europe,2022-01-06 00:00:00,PPW,Dione Tower,Cancelled,,,,,,,59.353000,-2.900300,,
Quetzalcóatl International Airport,Mexico,North America,2022-06-16 00:00:00,NLD,Abbie Carolan,Delayed,,,,,27.443100,-99.570500,,,,
Ingeniero Ambrosio Taravella Airport,Argentina,South America,2022-10-26 00:00:00,COR,Frazier Hunnawill,Cancelled,,,-31.323600,-64.208000,,,,,,
La Plata Airport,Argentina,South America,2022-07-20 00:00:00,LPG,Veradis Bann,Delayed,,,-34.972200,-57.894700,,,,,,
RAF Brize Norton,United Kingdom,Europe,2022-09-29 00:00:00,BZZ,Forrest Sushams,On Time,,,,,,,51.750000,-1.583600,,
Lympne Airport,United Kingdom,Europe,2022-07-18 00:00:00,LYM,Irena Estable,Delayed,,,,,,,51.080000,1.013000,,
Il Caravaggio International Airport,Italy,Europe,2022-09-05 00:00:00,BGY,Aldwin Jenoure,Cancelled,,,,,,,,,45.673900,9.704200
General Urquiza Airport,Argentina,South America,2022-10-22 00:00:00,PRA,Francois Pellitt,Delayed,,,-31.794800,-60.480400,,,,,,
Wick Airport,United Kingdom,Europe,2022-02-14 00:00:00,WIC,Carroll Charlon,Cancelled,,,,,,,58.458900,-3.093100,,
Alghero-Fertilia Airport,Italy,Europe,2022-08-30 00:00:00,AHO,Griffy Probart,On Time,,,,,,,,,40.632100,8.290800
Illesheim Air Base,Germany,Europe,2022-08-08 00:00:00,ILH,Raleigh Ivanov,On Time,49.545300,10.110600,,,,,,,,
Malvinas Argentinas Airport,Argentina,South America,2022-10-03 00:00:00,USH,Kerianne D'orsay,Delayed,,,-54.843300,-68.294500,,,,,,
Outer Skerries Airport,United Kingdom,Europe,2022-11-26 00:00:00,OUK,Dwight Vasse,On Time,,,,,,,55.043000,-1.682000,,
Abraham González International Airport,Mexico,North America,2022-07-25 00:00:00,CJS,Micky McCray,On Time,,,,,,,,,,
Villa Dolores Airport,Argentina,South America,2022-09-07 00:00:00,VDR,Sherye Krolman,On Time,,,-31.941500,-65.146600,,,,,,
RAF Wyton,United Kingdom,Europe,2022-02-24 00:00:00,QUY,Betsy Hirtzmann,Delayed,,,,,,,52.357200,-0.107800,,
Forlì Airport,Italy,Europe,2022-02-10 00:00:00,FRL,Joletta Engeham,Delayed,,,,,,,,,44.194800,12.070100
Hoy/Longhope Airfield,United Kingdom,Europe,2022-12-18 00:00:00,HOY,Colby Lifsey,Cancelled,,,,,,,58.827800,-3.279200,,
Orán Airport,Argentina,South America,2022-09-02 00:00:00,ORA,Stanwood Pues,Cancelled,,,-23.152800,-64.329400,,,,,,
Ravenna Airport,Italy,Europe,2022-03-09 00:00:00,RAN,Erhard Paradine,Delayed,,,,,,,,,44.364300,12.201700
Böblingen Flugfeld,Germany,Europe,2022-01-03 00:00:00,PHM,Austine McDill,On Time,54.158300,13.767200,,,,,,,,
Nottingham Airport,United Kingdom,Europe,2022-10-10 00:00:00,NQT,Welsh Saunders,Delayed,,,,,,,52.920000,-1.080000,,
Pescara International Airport,Italy,Europe,2022-08-07 00:00:00,PSR,Gillan Skeffington,Delayed,,,,,,,,,42.431700,14.181100
Oristano-Fenosu Airport,Italy,Europe,2022-05-19 00:00:00,FNU,Miguel Alessandrini,Cancelled,,,,,,,,,39.895308,8.638300
East Midlands Airport,United Kingdom,Europe,2022-05-07 00:00:00,EMA,Amie Tompkins,On Time,,,,,,,52.831100,-1.328100,,
Licenciado y General Ignacio Lopez Rayon Airport,Mexico,North America,2022-08-05 00:00:00,UPN,Delmer Fendt,Delayed,,,,,19.396700,-102.039200,,,,
Cutral-Co Airport,Argentina,South America,2022-09-06 00:00:00,CUT,Weber Wedge,Cancelled,,,-38.939700,-69.264700,,,,,,
RAF Marham,United Kingdom,Europe,2022-05-17 00:00:00,KNF,Skippy Tuxwell,Cancelled,,,,,,,52.648400,0.550700,,
Baltrum Airport,Germany,Europe,2022-07-25 00:00:00,BMR,Viv McCulley,Cancelled,53.724800,7.373100,,,,,,,,
Nordholz Naval Airbase,Germany,Europe,2022-09-14 00:00:00,FCN,Florrie Chritchley,On Time,53.767800,8.658500,,,,,,,,
Angel Albino Corzo International Airport,Mexico,North America,2022-03-24 00:00:00,TGZ,Blake Lydden,Delayed,,,,,16.561800,-93.026000,,,,
Jesús Terán Paredo International Airport,Mexico,North America,2022-07-12 00:00:00,AGU,Crosby Libermore,Cancelled,,,,,21.705600,-102.318000,,,,
Malpensa International Airport,Italy,Europe,2022-03-01 00:00:00,MXP,Ag Geldert,Delayed,,,,,,,,,45.630600,8.728100
Bahía de los Ángeles Airport,Mexico,North America,2022-02-15 00:00:00,BHL,Sherlocke Vasiljevic,On Time,,,,,28.967800,-113.562000,,,,
Islas Malvinas Airport,Argentina,South America,2022-04-17 00:00:00,ROS,Legra Giacoppoli,Delayed,,,-32.903600,-60.785000,,,,,,
Oxford (Kidlington) Airport,United Kingdom,Europe,2022-01-31 00:00:00,OXF,Ev Spick,Delayed,,,,,,,51.836900,-1.320000,,
Reconquista Airport,Argentina,South America,2022-04-13 00:00:00,RCQ,Valerye Sinnat,Delayed,,,-29.210300,-59.680000,,,,,,
Curuzu Cuatia Airport,Argentina,South America,2022-06-02 00:00:00,UZU,Vladimir Moreno,Cancelled,,,-29.770600,-58.281900,,,,,,
Tapachula International Airport,Mexico,North America,2022-10-09 00:00:00,TAP,Cathrine Sheardown,Cancelled,,,,,14.794300,-92.370000,,,,
Berlin-Tempelhof International Airport,Germany,Europe,2022-04-10 00:00:00,THF,Georgie Popping,On Time,52.475100,13.403900,,,,,,,,
Sarzana-Luni Air Base,Italy,Europe,2022-12-12 00:00:00,QLP,Hazel Swindell,On Time,,,,,,,,,42.379900,13.309400
Wycombe Air Park,United Kingdom,Europe,2022-10-09 00:00:00,HYC,Mollie Tart,Delayed,,,,,,,51.611700,-0.808300,,
General Guadalupe Victoria International Airport,Mexico,North America,2022-09-18 00:00:00,DGO,Elwood Meates,Cancelled,,,,,24.124200,-104.528700,,,,
Bristol Airport,United Kingdom,Europe,2022-07-28 00:00:00,BRS,Erick Leek,Cancelled,,,,,,,51.382700,-2.719100,,
RAF Benson,United Kingdom,Europe,2022-08-14 00:00:00,BEX,Hestia Liggons,Delayed,,,,,,,51.616400,-1.095800,,
El Calafate Airport,Argentina,South America,2022-04-07 00:00:00,FTE,Leroy Justis,On Time,,,-50.280300,-72.053100,,,,,,
Straubing Airport,Germany,Europe,2022-04-03 00:00:00,RBM,Willa Claypool,Cancelled,48.900900,12.518200,,,,,,,,
Frankfurt-Egelsbach Airport,Germany,Europe,2022-10-18 00:00:00,QEF,Carlo Adiscot,On Time,49.960800,8.641500,,,,,,,,
Olavarria Airport,Argentina,South America,2022-12-24 00:00:00,OVR,Adamo Golsthorp,Cancelled,,,-36.889900,-60.216800,,,,,,
Verona Villafranca Airport,Italy,Europe,2022-01-11 00:00:00,VRN,Cissy Licas,Delayed,,,,,,,,,45.395700,10.888500
Fetlar Airport,United Kingdom,Europe,2022-08-06 00:00:00,FEA,Borden Fells,Delayed,,,,,,,60.587200,-0.900000,,
Ixtapa Zihuatanejo International Airport,Mexico,North America,2022-02-06 00:00:00,ZIH,Josi Fulkes,On Time,,,,,17.601600,-101.460500,,,,
Zweibrücken Airport,Germany,Europe,2022-02-16 00:00:00,ZQW,Ramon Bleasdale,On Time,49.209500,7.400200,,,,,,,,
La Plata Airport,Argentina,South America,2022-09-13 00:00:00,LPG,Elliott Cino,Cancelled,,,-34.972200,-57.894700,,,,,,
Los Menucos Airport,Argentina,South America,2022-03-18 00:00:00,LMD,Pattie Trice,Cancelled,,,-35.493600,-64.242200,,,,,,
Catania-Fontanarossa Airport,Italy,Europe,2022-11-07 00:00:00,CTA,Frederik Boord,On Time,,,,,,,,,37.466800,15.066500
Tamuin Airport,Mexico,North America,2022-10-30 00:00:00,TSL,Morty Ellard,Cancelled,,,,,,,,,,
Celle Airport,Germany,Europe,2022-02-05 00:00:00,ZCN,Verney Silversmid,Delayed,52.591200,10.022100,,,,,,,,
Paso De Los Libres Airport,Argentina,South America,2022-01-28 00:00:00,AOL,Sella Whorton,Delayed,,,-29.689200,-57.151800,,,,,,
RAF Lakenheath,United Kingdom,Europe,2022-09-19 00:00:00,LKZ,Tansy Berthelet,On Time,,,,,,,52.409300,0.561000,,
Puerto Deseado Airport,Argentina,South America,2022-09-07 00:00:00,PUD,Wilmer Enston,On Time,,,-29.689200,-57.151800,,,,,,
Cupul Airport,Mexico,North America,2022-09-04 00:00:00,TZM,Gwenore Bourner,Cancelled,,,,,21.441000,-88.235600,,,,
Villa Reynolds Airport,Argentina,South America,2022-07-12 00:00:00,VME,Vince Golden of Ireland,Delayed,,,-33.729900,-65.387800,,,,,,
Monte Caseros Airport,Argentina,South America,2022-02-04 00:00:00,MCS,Deck Samwyse,Delayed,,,-30.271900,-57.640200,,,,,,
Frankfurt am Main Airport,Germany,Europe,2022-05-08 00:00:00,FRA,Merola Kenwright,On Time,50.037900,8.562200,,,,,,,,
Duxford Aerodrome,United Kingdom,Europe,2022-06-11 00:00:00,QFO,Lindi Edlington,Cancelled,,,,,,,52.090800,0.131900,,
Heringsdorf Airport,Germany,Europe,2022-01-18 00:00:00,HDF,Abrahan Vinton,Delayed,53.878700,14.152300,,,,,,,,
El Maiten Airport,Argentina,South America,2022-10-03 00:00:00,EMX,Floris Pinck,Delayed,,,-42.033300,-71.300000,,,,,,
Cataratas Del Iguazú International Airport,Argentina,South America,2022-01-26 00:00:00,IGR,Sanson Stivani,Cancelled,,,-25.737300,-54.473400,,,,,,
Santa Lucia Air Force Base,Mexico,North America,2022-02-23 00:00:00,NLU,Margalit Lockyer,On Time,,,,,19.754800,-98.570900,,,,
Islas Malvinas Airport,Argentina,South America,2022-09-14 00:00:00,ROS,Janella Grebert,On Time,,,-32.903600,-60.785000,,,,,,
Aachen-Merzbrück Airport,Germany,Europe,2022-10-15 00:00:00,AAH,Addy Schoenrock,On Time,50.823200,6.186400,,,,,,,,
Berlin-Tempelhof International Airport,Germany,Europe,2022-06-20 00:00:00,THF,Barbara Kester,Delayed,52.475100,13.403900,,,,,,,,
RAF Waddington,United Kingdom,Europe,2022-11-06 00:00:00,WTN,Olag Blomefield,Delayed,,,,,,,53.166200,-0.523800,,
Del Norte International Airport,Mexico,North America,2022-11-23 00:00:00,NTR,Sergeant Maurice,On Time,,,,,25.865600,-100.237400,,,,
Punta Chivato Airport,Mexico,North America,2022-09-09 00:00:00,PCV,Stephen Trinder,Delayed,,,,,26.996700,-111.848300,,,,
General Rafael Buelna International Airport,Mexico,North America,2022-02-21 00:00:00,MZT,Karoline Boller,Delayed,,,,,23.161100,-106.266000,,,,
Schleswig Air Base,Germany,Europe,2022-10-10 00:00:00,WBG,Margaretha Saph,On Time,54.459300,9.516300,,,,,,,,
Olavarria Airport,Argentina,South America,2022-11-04 00:00:00,OVR,Thacher Zavittieri,Cancelled,,,-36.889900,-60.216800,,,,,,
Orán Airport,Argentina,South America,2022-03-09 00:00:00,ORA,Rici Gerold,Cancelled,,,-23.152800,-64.329400,,,,,,
Minatitlán/Coatzacoalcos National Airport,Mexico,North America,2022-03-03 00:00:00,MTT,Baxter Haville,On Time,,,,,18.103400,-94.580700,,,,
Lampedusa Airport,Italy,Europe,2022-10-25 00:00:00,LMP,Colette McEvon,On Time,,,,,,,,,35.497900,12.618100
Almirante Marco Andres Zar Airport,Argentina,South America,2022-06-29 00:00:00,REL,Vanya Andreassen,On Time,,,-43.210500,-65.270300,,,,,,
El Tajín National Airport,Mexico,North America,2022-02-07 00:00:00,PAZ,Horten Wicks,Cancelled,,,,,20.602700,-97.460800,,,,
Palo Verde Airport,Mexico,North America,2022-07-24 00:00:00,SRL,Jay Ruffli,On Time,,,,,27.833300,-112.383300,,,,
Catania-Fontanarossa Airport,Italy,Europe,2022-12-16 00:00:00,CTA,Boyd Hallen,Delayed,,,,,,,,,37.466800,15.066500
Vicenza Airport,Italy,Europe,2022-12-06 00:00:00,VIC,Gianni Donneely,Delayed,,,,,,,,,45.572500,11.529500
Almirante Marco Andres Zar Airport,Argentina,South America,2022-10-29 00:00:00,REL,Urbain Delmonti,Delayed,,,-43.210500,-65.270300,,,,,,
Islas Malvinas Airport,Argentina,South America,2022-11-25 00:00:00,ROS,Ken Hellen,Delayed,,,-32.903600,-60.785000,,,,,,
Xoxocotlán International Airport,Mexico,North America,2022-09-12 00:00:00,OAX,Onofredo Laroux,Cancelled,,,,,16.999900,-96.726600,,,,
Wyk auf Föhr Airport,Germany,Europe,2022-05-12 00:00:00,OHR,Goldarina Luckcuck,On Time,54.913200,8.340500,,,,,,,,
Geilenkirchen Air Base,Germany,Europe,2022-10-11 00:00:00,GKE,Axe Van Oord,Delayed,50.960800,6.042400,,,,,,,,
RAF Wyton,United Kingdom,Europe,2022-06-10 00:00:00,QUY,Bettye Rangle,On Time,,,,,,,52.357200,-0.107800,,
Olbia Costa Smeralda Airport,Italy,Europe,2022-03-13 00:00:00,OLB,Lou Harries,On Time,,,,,,,,,40.898700,9.517600
Ramstein Air Base,Germany,Europe,2022-07-02 00:00:00,RMS,Harrison Greenig,Cancelled,49.436900,7.600300,,,,,,,,
General Rafael Buelna International Airport,Mexico,North America,2022-05-23 00:00:00,MZT,Lyssa Evered,Cancelled,,,,,23.161100,-106.266000,,,,
Flugplatz Güttin / Rügen,Germany,Europe,2022-04-19 00:00:00,GTI,Skipton Luce,On Time,54.380400,13.325400,,,,,,,,
Del Bajío International Airport,Mexico,North America,2022-07-01 00:00:00,BJX,Sibbie Bantham,On Time,,,,,20.993500,-101.481000,,,,
Duxford Aerodrome,United Kingdom,Europe,2022-01-01 00:00:00,QFO,Shae Andreoletti,Delayed,,,,,,,52.090800,0.131900,,
Sierra Grande Airport,Argentina,South America,2022-09-02 00:00:00,SGV,Alfie Babidge,On Time,,,-41.591300,-65.339400,,,,,,
Perugia San Francesco d'Assisi – Umbria International Airport,Italy,Europe,2022-06-17 00:00:00,PEG,Ty Grishanov,Cancelled,,,,,,,,,43.095800,12.513200
Mar de Cortés International Airport,Mexico,North America,2022-07-12 00:00:00,PPE,Asia Purple,On Time,,,,,31.351000,-113.525700,,,,
Falcone–Borsellino Airport,Italy,Europe,2022-11-29 00:00:00,PMO,Zachery de Amaya,Cancelled,,,,,,,,,38.175900,13.091000
Grosseto Air Base,Italy,Europe,2022-03-12 00:00:00,GRS,Lorrie Monketon,Cancelled,,,,,,,,,42.760300,11.071200
Dundee Airport,United Kingdom,Europe,2022-04-17 00:00:00,DND,Vinita Probert,Delayed,,,,,,,56.452500,-3.025800,,
Los Menucos Airport,Argentina,South America,2022-04-09 00:00:00,LMD,Bartholomeus Cattermull,Delayed,,,-35.493600,-64.242200,,,,,,
Mulege Airport,Mexico,North America,2022-08-01 00:00:00,MUG,Forest Goch,On Time,,,,,26.908900,-111.964400,,,,
General Pico Airport,Argentina,South America,2022-04-03 00:00:00,GPO,Florri Walles,On Time,,,-35.696400,-63.758300,,,,,,
General Roberto Fierro Villalobos International Airport,Mexico,North America,2022-12-06 00:00:00,CUU,Sheena Henricsson,On Time,,,,,28.702900,-105.964600,,,,
Chos Malal Airport,Argentina,South America,2022-09-26 00:00:00,HOS,Olly Iwanczyk,Delayed,,,-37.444600,-70.222500,,,,,,
Southampton Airport,United Kingdom,Europe,2022-12-20 00:00:00,SOU,Iggie Saxon,Delayed,,,,,,,50.950300,-1.356800,,
Tamuin Airport,Mexico,North America,2022-08-14 00:00:00,TSL,Mathilde Arne,Cancelled,,,,,,,,,,
Oristano-Fenosu Airport,Italy,Europe,2022-04-05 00:00:00,FNU,Freida Gyngell,Delayed,,,,,,,,,39.895308,8.638300
Coll Airport,United Kingdom,Europe,2022-02-21 00:00:00,COL,Kelsey Vidgeon,Cancelled,,,,,,,56.634100,-6.619200,,
Augsburg Airport,Germany,Europe,2022-01-27 00:00:00,AGB,Dannel Symmers,On Time,48.425200,10.931800,,,,,,,,
Nordholz Naval Airbase,Germany,Europe,2022-02-14 00:00:00,FCN,Sherrie Bichener,On Time,53.767800,8.658500,,,,,,,,
Minatitlán/Coatzacoalcos National Airport,Mexico,North America,2022-12-19 00:00:00,MTT,Natty Dechelle,Cancelled,,,,,18.103400,-94.580700,,,,
Comiso Airport,Italy,Europe,2022-02-02 00:00:00,CIY,Valentine Hickford,Delayed,,,,,,,,,36.994600,14.607900
L'Aquila–Preturo Airport,Italy,Europe,2022-02-25 00:00:00,QAQ,Kristofor Gobeau,On Time,,,,,,,,,41.245200,9.407300
Libertador Gral D Jose De San Martin Airport,Argentina,South America,2022-09-28 00:00:00,PSS,Gloriana Goulston,Cancelled,,,-27.385800,-55.970700,,,,,,
Fair Isle Airport,United Kingdom,Europe,2022-10-10 00:00:00,FIE,Timoteo Kestell,Delayed,,,,,,,59.535800,-1.628100,,
Juist Airport,Germany,Europe,2022-03-13 00:00:00,JUI,Carmita Fontes,Delayed,53.681600,7.055600,,,,,,,,
Foula Airfield,United Kingdom,Europe,2022-04-10 00:00:00,FOA,Wiley Allitt,Cancelled,,,,,,,60.138900,-2.082200,,
Outer Skerries Airport,United Kingdom,Europe,2022-08-06 00:00:00,OUK,Fabien Treske,On Time,,,,,,,55.043000,-1.682000,,
Ciudad Mante National Airport,Mexico,North America,2022-02-20 00:00:00,MMC,Inness Haldene,Delayed,,,,,22.768900,-99.001200,,,,
St Angelo Airport,United Kingdom,Europe,2022-12-02 00:00:00,ENK,Malinde Gobell,On Time,,,,,,,54.398900,-7.651700,,
General E. Mosconi Airport,Argentina,South America,2022-09-09 00:00:00,CRD,Janifer Micah,Cancelled,,,-45.785300,-67.465500,,,,,,
Bremen Airport,Germany,Europe,2022-01-02 00:00:00,BRE,Debi Armistead,Cancelled,53.047500,8.786700,,,,,,,,
Genoa Cristoforo Colombo Airport,Italy,Europe,2022-01-12 00:00:00,GOA,Kalina Borles,Cancelled,,,,,,,,,44.413300,8.837600
